show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6231,Movie,Bangkok Traffic (Love) Story,Adisorn Tresirikasem,"['Theeradej Wongpuapan', 'Sirin Horwang', 'Ungsumalynn Sirapatsakmetha', 'Panissara Phimpru', 'Taksaorn Paksukcharern', 'Charlie Trairat', 'Kazuki Yano']",Thailand,"September 5, 2018",2009,TV-14,126 min,"['comedy', 'international', 'romance']","After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love."
s5121,TV Show,Cheuk Wan-Chi: Two Night Stand,,['Cheuk Wan Chi'],,"December 15, 2017",2015,TV-MA,1 Season,"['international', 'comedy', 'talkshow', 'comedy']",Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.
s2388,Movie,4th Republic,Ishaya Bako,"['Kate Henshaw-Nuttal', 'Enyinna Nwigwe', 'Linda Ejiofor', 'Yakubu Mohammed', 'Bimbo Manuel', 'Sani Mu’azu', 'Emil Hirai-Garuba', 'Rekiya Ibrahim Atta']",Nigeria,"June 13, 2020",2019,TV-MA,120 min,"['drama', 'international', 'thriller']","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory."
s1442,Movie,Hello Brother,Sohail Khan,"['Salman Khan', 'Arbaaz Khan', 'Rani Mukerji', 'Johny Lever', 'Neeraj Vora', 'Shakti Kapoor', 'Razak Khan', 'Sulabha Arya']",India,"January 4, 2021",1999,TV-14,126 min,"['action', 'adventure', 'comedy', 'international']","After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged."
s6214,TV Show,Bad Education,,"['Jack Whitehall', 'Mathew Horne', 'Sarah Solemani', 'Michelle Gomez', 'Nikki Runeckles', 'Kae Alexander', 'Layton Williams', 'Ethan Lawrence', 'Charlie Wernham', 'Jack Binstead', 'Jack Bence', 'Harry Enfield']",United Kingdom," December 15, 2018",2014,TV-MA,3 Seasons,"['british', 'comedy']","A history teacher at the posh Abbey Grove, Alfie Wickers is something truly special: He's his school's, if not England's, single worst educator."
s2852,Movie,Uncovered,Zuko Nodada,"['Nqobile Khumalo', 'Robert Hobbs', ""S'Thandiwe Kgoroge"", 'Dumisani Mbebe', 'Thandeka Nodada', 'Fezile Makhanya']",South Africa,"March 3, 2020",2019,TV-MA,98 min,"['drama', 'international']","To solve her sister's murder, a corporate protégé assumes her sibling's investigation into a mining conspiracy that could implicate her own boss."
s3543,Movie,Olmo & the Seagull,"Petra Costa, Lea Glob","['Olivia Corsini', 'Sergio Nicolai', 'Arman Saribekyan', 'Sylvain Jailloux', 'Francis Ressort', 'Pancho Garcia Aguirre', 'Shaghayegh Beheshti', 'Elena Bellei', 'Sébastien Brottet-Michel', 'Célia Catalifo']","Denmark, Brazil, France, Portugal, Sweden","September 1, 2019",2014,TV-MA,82 min,"['drama', 'independent', 'international']",A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.
s4477,TV Show,Terrorism Close Calls,,,"United States, Czech Republic","October 26, 2018",2018,TV-MA,1 Season,"['crime', 'documentary', 'international']",Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.
s8662,Movie,Unfinished Song,Paul Andrew Williams,"['Terence Stamp', 'Gemma Arterton', 'Christopher Eccleston', 'Vanessa Redgrave', 'Anne Reid', 'Elizabeth Counsell', 'Ram John Holder', 'Bill Thomas', 'Orla Hill']","United Kingdom, Germany","July 22, 2019",2012,PG-13,94 min,"['comedy', 'drama', 'independent']","With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir."
s4369,TV Show,Mystery Science Theater 3000: The Return,,"['Felicia Day', 'Patton Oswalt', 'Jonah Ray', 'Baron Vaughn', 'Hampton Yount']",United States,"November 22, 2018",2018,TV-14,2 Seasons,"['comedy', 'sci-fi', 'fantasy']","The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals."
s3233,TV Show,Zona Rosa,,"['Manu NNa', 'Ana Julia Yeyé', 'Ray Contreras', 'Pablo Morán']",Mexico,"November 26, 2019",2019,TV-MA,1 Season,"['international', 'spanish', 'language', 'comedy', 'talkshow']",An assortment of talent takes the stage for a night of honest stand-up featuring four of Mexico's funniest LGBTQ comedians.
s6849,Movie,Ghost Tears,Kazuchika Kise,"['Maaya Sakamoto', 'Ikkyu Juku', 'Kenichirou Matsuda', 'Tarusuke Shingaki', 'Shunsuke Sakuya', 'Takuro Nakakuni', 'Yoji Ueda', 'Kazuya Nakai', 'Miyuki Sawashiro', 'Tatsuhisa Suzuki']",Japan,"February 24, 2019",2014,TV-MA,58 min,"['action', 'adventure', 'anime', 'international']","As Motoko and Batou attempt to thwart a mysterious terrorist group, Togusa tracks the killer of a man with a prosthetic leg made by Mermaid's Leg."
s3283,TV Show,The Toys That Made Us,,,United States,"November 15, 2019",2019,TV-14,3 Seasons,"['documentary', 'reality']",The minds behind history's most iconic toy franchises discuss the rise – and sometimes fall – of their billion-dollar creations.
s1541,Movie,Nocturnal Animals,Tom Ford,"['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon', 'Aaron Taylor-Johnson', 'Isla Fisher', 'Ellie Bamber', 'Armie Hammer', 'Karl Glusman', 'Laura Linney', 'Michael Sheen', 'Andrea Riseborough']",United States,"December 16, 2020",2016,R,117 min,"['drama', 'thriller']","Reading her ex-husband's violent novel manuscript destabilizes gallery owner Susan's life, upending her present while digging up their past."
s1991,TV Show,Challenger,,,United States,"September 16, 2020",2020,TV-14,1 Season,"['documentary', 'science', 'nature']","Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath."
s7351,Movie,Love Shot,Steven Fine,"['Dakota Loesch', 'Amy Tsang', 'John Kapelos', 'Cruz Kim', 'Victor J. Ho', 'Clint Jung', 'Daniel Phai', 'Cindy Chu', 'Brian Kurtis', 'Pete Herron']",United States,"July 15, 2019",2018,TV-MA,77 min,"['drama', 'thriller']",A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.
s2378,Movie,The Nut Job,Peter Lepeniotis,"['Will Arnett', 'Brendan Fraser', 'Gabriel Iglesias', 'Jeff Dunham', 'Liam Neeson', 'Katherine Heigl', 'Stephen Lang', 'Maya Rudolph', 'Sarah Gadon', 'James Rankin']","Canada, South Korea, United States","June 18, 2020",2014,PG,85 min,"['family', 'comedy']","When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter."
s8125,Movie,Super Nani,Indra Kumar,"['Rekha', 'Randhir Kapoor', 'Sharman Joshi', 'Anupam Kher', 'Shweta Kumar', 'Varsha Usgaonkar', 'Rajesh Kumar', 'Shreya Narayan']",India,"March 1, 2018",2014,TV-PG,127 min,"['comedy', 'drama', 'international']","A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
s7682,Movie,OtherLife,Ben C. Lucas,"['Jessica De Gouw', 'T.J. Power', 'Thomas Cocquerel', 'Liam Graham', 'Clarence John Ryan', 'Maggie Meyer', 'Tiriel Mora', 'Priscilla-Anne Forder', 'Adriane Daff', 'Ian Toyne']","Australia, United Arab Emirates","October 15, 2017",2017,TV-MA,96 min,"['drama', 'independent', 'international']","After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation."
s2337,Movie,Thackeray (Hindi),Abhijit Panse,"['Nawazuddin Siddiqui', 'Amrita Rao', 'Rajeev Panday', 'Sanjay Narvekar', 'Rajesh Khera', 'Prakash Belawadi', 'Avantika Akerkar']",India,"June 26, 2020",2019,TV-14,135 min,"['drama', 'international']","From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray."
s5091,TV Show,Episodes,,"['Matt LeBlanc', 'Tamsin Greig', 'Stephen Mangan', 'Kathleen Rose Perkins', 'John Pankow', 'Mircea Monroe']","United Kingdom, United States","January 6, 2018",2017,TV-MA,5 Seasons,"['classic', 'cult', 'comedy']","Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character."
s576,Movie,Life as We Know It,Greg Berlanti,"['Katherine Heigl', 'Josh Duhamel', 'Josh Lucas', 'Alexis Clagett', 'Brynn Clagett', 'Brooke Clagett', 'Hayes MacArthur', 'Christina Hendricks', 'Sarah Burns', 'Jessica St. Clair']",United States,"July 1, 2021",2010,PG-13,115 min,"['comedy', 'drama', 'romance']","Holly and Eric discover reciprocal hatred during their first date, but must put their feelings aside after becoming guardians of their friends' baby."
s3383,TV Show,Daybreak,,"['Colin Ford', 'Alyvia Alyn Lind', 'Sophie Simnett', 'Austin Crute', 'Cody Kearsley', 'Jeanté Godlock', 'Gregory Kasyan', 'Krysta Rodriguez', 'Matthew Broderick']",United States,"October 24, 2019",2019,TV-MA,1 Season,"['action', 'adventure', 'comedy', 'horror']","Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs."
s7206,Movie,Kills on Wheels,Attila Till,"['Szabolcs Thuróczy', 'Zoltán Fenyvesi', 'Adám Fekete', 'Dusan Vitanovic', 'Mónika Balsai', 'Lidia Danis', 'Zoltán Mucsi']",Hungary,"March 15, 2018",2016,TV-MA,103 min,"['action', 'adventure', 'drama', 'international']","Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster."
s6194,Movie,ATM,Mez Tharatorn,"['Chantavit Dhanasevi', 'Preechaya Pongthananikorn', 'Chaleumpol Tikumpornteerawong', 'Thawat Pornrattanaprasert', 'Sananthachat Thanapatpisal', 'Pongkool Suebsung', 'Puttachat Pongsuchat', 'Gornpop Janjaroen', 'Yanee Tramoth', 'Pongsatorn Jongwilak']","United States, Canada","September 5, 2018",2012,TV-14,122 min,"['comedy', 'international', 'romance']","When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."
s4342,Movie,Helios,"Leung Lok Man, Luk Kim-ching","['Jacky Cheung', 'Nick Cheung', 'Chang Chen', 'Shawn Yue', 'Wang Xueqi', 'Janice Man', 'Ji Jin-hee', 'Choi Si-won']","Hong Kong, China, United States","December 1, 2018",2015,TV-14,118 min,"['action', 'adventure', 'international']","When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
s3939,TV Show,Our Planet,,['David Attenborough'],"United States, United Kingdom","April 5, 2019",2019,TV-PG,1 Season,"['documentary', 'science', 'nature']",Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.
s931,Movie,Due Date,Todd Phillips,"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis', 'Danny McBride', 'RZA', 'Matt Walsh']",United States,"May 1, 2021",2010,R,95 min,"['action', 'adventure', 'comedy']","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
s6893,Movie,Grass,Tanuj Chopra,"['Emily Chang', 'Pia Shah', 'Anthony Ma']",United States,"February 14, 2019",2017,TV-MA,57 min,"['comedy', 'independent']",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s8754,Movie,Withdrawn,Adrian Murray,"['Aaron Keogh', 'Molly Reisman', 'Dean Tardioli', 'Greg Wasylyszn', 'Adrian Murray', 'Kelly Paoli', 'Earl Oliveros', 'Hallie Burt']",Canada,"May 1, 2018",2017,TV-MA,74 min,"['drama', 'independent']","Unable to pay bills and unwilling to change his slacker lifestyle, twentysomething Aaron hatches a defrauding scheme when he finds a lost credit card."
s6010,Movie,3 Heroines,Iman Brotoseno,"['Reza Rahadian', 'Bunga Citra Lestari', 'Tara Basro', 'Chelsea Islan']",Indonesia,"January 5, 2019",2016,TV-PG,124 min,"['drama', 'international', 'sport']",Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s1614,Movie,Effie Gray,Richard Laxton,"['Dakota Fanning', 'Emma Thompson', 'Julie Walters', 'David Suchet', 'Derek Jacobi', 'James Fox', 'Robbie Coltrane', 'Claudia Cardinale', 'Greg Wise', 'Tom Sturridge']",United Kingdom,"December 1, 2020",2014,PG-13,109 min,"['drama', 'international', 'romance']","Trapped in a loveless marriage, the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out."
s3564,Movie,Kaake Da Viyah,Rai Yuvraj Bains,"['Priti Sapru', 'Nirmal Rishi', 'Jordan Sandhu', 'Prabh Grewal', 'Karamjit Anmol', 'Harby Sangha', 'Gurmeet Sajan', 'Prince Kanwaljit Singh']",India,"August 23, 2019",2019,TV-PG,133 min,"['comedy', 'drama', 'international']","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
s8404,Movie,The Look of Silence,Joshua Oppenheimer,,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands","February 26, 2016",2014,PG-13,103 min,"['documentary', 'international']","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them."
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,"['Will Ferrell', 'John C. Reilly', 'Sacha Baron Cohen', 'Gary Cole', 'Michael Clarke Duncan', 'Leslie Bibb', 'Jane Lynch', 'Amy Adams', 'Andy Richter', 'Molly Shannon']",United States,"July 1, 2021",2006,PG-13,108 min,"['action', 'adventure', 'comedy', 'sport']","NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog."
s3618,Movie,Theo Von: No Offense,John Asher,['Theo Von'],United States,"August 7, 2019",2016,TV-MA,67 min,['comedy'],"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more."
s198,TV Show,I Heart Arlo,,"['Michael J. Woodard', 'Mary Lambert', 'Jonathan Van Ness', 'Haley Tju', 'Brett Gelman', 'Tony Hale', 'Vincent Rodriguez III', 'Annie Potts', 'Jessica Williams', 'Melissa Villaseñor', 'Cathy Vu', 'Jennifer Coolidge', 'Flea']",,"August 27, 2021",2021,TV-Y7,1 Season,"['family', 'comedy']",It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
s3862,TV Show,Cupcake & Dino - General Services,,"['Justin Collette', 'Mark Little', 'Kyle Dooley', 'Mark Forward', 'Joris Jarksy', 'Julie Lemieux', 'Kayla Lorette', 'Julie Sype']","Canada, Brazil","May 3, 2019",2019,TV-Y7,2 Seasons,"['family', 'comedy']",An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.
s5858,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,"['Jack Black', 'Dustin Hoffman', 'Seth Rogen', 'David Cross', 'Lucy Liu', 'Tara Macri', 'James Hong', 'Randall Duk Kim']",United States,"March 25, 2016",2016,TV-PG,23 min,"['family', 'comedy']","When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!"
s8483,TV Show,The Returned,,"['Anne Cosigny', 'Frédéric Pierrot', 'Clotilde Hesme', 'Céline Sallette', 'Samir Guesmi', 'Guillaume Gouix', 'Jean-Francois Sivadier', 'Alix Poisson', 'Jenna Thiam', 'Grégory Gadebois', 'Pierre Perrier', 'Yara Pilartz', 'Swann Nambotin', 'Ana Girardot', 'Brune Martin', 'Bertrand Constant', 'Matila Malliarakis', 'Constance Dollé', 'Laetitia de Fombelle', 'Simon Ehrlacher', 'Vincent Trouilleux', 'Jérôme Kircher', 'Guillaume Marquet', 'Alma Arnal', 'Julien Bourdel', 'François Briault', 'Gilles Chabrier', 'Aksel Ustun', 'Alain Blazquez']",France,"February 17, 2019",2015,TV-MA,1 Season,"['international', 'drama', 'horror']","On returning home and finding they're believed to be dead, a collection of near-strangers from the same village try to find a reason for their plight."
